STOK KODU,STOK ADI,SEKTÖR ADI,MARKA,BARKOD 1,ÜRÜN GRUP KODU,AKS,CİNSİYET,UNIQ KOD,UNIQ ADI
DVN65169285,DVN LIPS SATIN 80 REFILL LATIN CARMINE,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005163,1-MA-00,MAKYAJ,UNISEX,,
DVN65169288,DVN LIPS SHEER 03 REFILL SILENT NUDE,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005194,1-MA-00,MAKYAJ,UNISEX,,
DVN65169290,DVN LIPS SATIN 77 REFILL ANTWERP VERMEIL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005217,1-MA-00,MAKYAJ,UNISEX,,
DVN65169291,DVN LIPS MATTE 99 REFILL FAVORITE RED,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005224,1-MA-00,MAKYAJ,UNISEX,,
DVN65169292,DVN LIPS SATIN 60 REFILL REVISED PINK,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005231,1-MA-00,MAKYAJ,UNISEX,,
DVN65169293,DVN LIPS SATIN 16 REFILL STANLEY ORANGE,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005248,1-MA-00,MAKYAJ,UNISEX,,
DVN65169294,DVN LIPS MATTE 75 REFILL CRAFTED RED,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005255,1-MA-00,MAKYAJ,UNISEX,,
DVN65169296,DVN LIPS LIP BALM REFILL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005279,1-MA-00,MAKYAJ,UNISEX,,
DVN65169299,DVN LIPS SATIN 90 REFILL OTTOMAN BROWN,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005309,1-MA-00,MAKYAJ,UNISEX,,
DVN65169301,DVN LIPS SATIN 99 REFILL FAVORITE RED,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005323,1-MA-00,MAKYAJ,UNISEX,,
DVN65169303,DVN LIPS SHEER 05 REFILL GRAPHIC OCHRE,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005347,1-MA-00,MAKYAJ,UNISEX,,
DVN65169305,DVN LIPS SHEER 08 REFILL STREET PINK,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005361,1-MA-00,MAKYAJ,UNISEX,,
DVN65169310,DVN LIPS SATIN 78 REFILL UNIFORM RED,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005415,1-MA-00,MAKYAJ,UNISEX,,
DVN65169312,DVN LIPS SATIN 14 REFILL ROMANTIC NUDE,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005439,1-MA-00,MAKYAJ,UNISEX,,
DVN65169313,DVN LIPS SHEER 07 REFILL BAD PINK,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005446,1-MA-00,MAKYAJ,UNISEX,,
DVN65169314,DVN LIPS SHEER 09 REFILL CAMOUFLAGE RED,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005453,1-MA-00,MAKYAJ,UNISEX,,
DVN65169315,DVN LIPS MATTE 15 REFILL TAILORED NUDE,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005460,1-MA-00,MAKYAJ,UNISEX,,
DVN65169318,DVN LIPS MATTE 40 REFILL PLASTIC PINK,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061005491,1-MA-00,MAKYAJ,UNISEX,,
DVN65174136,DVN LIP BRUSH 1,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061022627,1-MA-00,MAKYAJ,UNISEX,,
DVN65174162,DVN LIPS CASE 3 MALACHITE + PU RED,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061022726,1-MA-00,MAKYAJ,UNISEX,,
DVN65174164,DVN LIPS CASE 2 ECAILLES + YELLOW,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061022740,1-MA-00,MAKYAJ,UNISEX,,
DVN65174165,DVN LIPS CASE 1 JASPE + CERAMIC,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061022757,1-MA-00,MAKYAJ,UNISEX,,
DVN65176859,DVN FLEUR DU MAL EDP VIAL 10ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061028179,1-PA-00,PARFÜM,UNISEX,,
DVN65176865,DVN ROCK THE MYRRH EDP VIAL 10ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061028230,1-PA-00,PARFÜM,UNISEX,,
DVN65176868,DVN SOIE MALAQUAIS EDP VIAL 10ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061028261,1-PA-00,PARFÜM,UNISEX,,
DVN65186511,DVN LIPS SHEER 06 REFILL ABSTRACT RED,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061053119,1-MA-00,MAKYAJ,UNISEX,,
DVN65186514,DVN LIPS CASE 7 AMETHYST SHADOW,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061053164,1-MA-00,MAKYAJ,UNISEX,,
DVN65186535,DVN LIPS MATTE 17 REFILL COOL BROWN,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061053355,1-MA-00,MAKYAJ,UNISEX,,
DVN65186570,DVN MIRROR RESINE ZEBRA,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061054031,1-AK,AKSESUAR,UNISEX,,
DVN65186571,DVN MIRROR RESINE PINK,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061054048,1-AK,AKSESUAR,UNISEX,,
DVN65186572,DVN MIRROR BLEU TARTAN,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061054055,1-AK,AKSESUAR,UNISEX,,
DVN65186573,DVN MIRROR YELLOW BIRD,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061054062,1-AK,AKSESUAR,UNISEX,,
DVN65188304,DVN COMB RESINE & PINK,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061058589,1-AK,AKSESUAR,UNISEX,,
DVN65188305,DVN COMB BLUE & YELLOW,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061058596,1-AK,AKSESUAR,UNISEX,,
DVN65189729,DVN FOULARD 8 ROCK THE MYRRH,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061064887,1-AK,AKSESUAR,UNISEX,,
DVN65189730,DVN FOULARD 9 FLEUR DU MAL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061064894,1-AK,AKSESUAR,UNISEX,,
DVN65189731,DVN FOULARD 10 SOIE MALAQUAIS,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061064900,1-AK,AKSESUAR,UNISEX,,
DVN65194897,DVN  EDP CRAZY BASIL 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061073896,1-PA-00,PARFÜM,UNISEX,,
DVN65194898,DVN EDP BITTER SPLASH 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061073902,1-PA-00,PARFÜM,UNISEX,,
DVN65194899,DVN EDP VANILLE CAMOUFLAGE 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061073919,1-PA-00,PARFÜM,UNISEX,,
DVN65194900,DVN EDP CAMOMILLE SATIN 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061073926,1-PA-00,PARFÜM,UNISEX,,
DVN65197567,DVN DISCOVERY KIT10 FRAGRANCES X2ML SPTZ,SELEKTIF ÇOKLU,DRIES VAN NOTEN,8411061080825,1-PA-00,PARFÜM,UNISEX,,
DVN65200923,DVN EDP HAVANA GOLD 100ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061092088,1-PA-00,PARFÜM,UNISEX,,
DVN65200927,DVN LIQUID SOAP SOIE&AMBER 360ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061092125,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65200928,DVN LIQUID SOAP PEPPER&ROSE 360ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061092132,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65200934,DVN BODY LOTION SOIE&AMBER 360ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061092170,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65200935,DVN BODY LOTION PEPPER&ROSE 360ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061092187,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65204758,DVN EDP HAVANA GOLD 10ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061096376,1-PA-00,PARFÜM,UNISEX,,
DVN65210434,DVN LIQUID SOAP SOIE&AMBER 400ML REFILL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061100806,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65210435,DVN LIQUID SOAP PEPPER&ROSE 400ML REFILL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061100813,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65211041,DVN BODY LOTION PEPPER&ROSE 400ML REFILL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061100882,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65211042,DVN BODY LOTION SOIE&AMBER 400ML REFILL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061100899,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65215164,DVN LIPS CASE TIGER INK,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061108680,1-MA-00,MAKYAJ,UNISEX,,
DVN65215168,DVN LIPS TINTED BALM 001 NATURAL REFILL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061108727,1-MA-00,MAKYAJ,UNISEX,,
DVN65215169,DVN LIPS TINTED BALM 004 MOCHA REFILL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061108734,1-MA-00,MAKYAJ,UNISEX,,
DVN65215170,DVN LIPS TINTED BALM 002 PINK REFILL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061108741,1-MA-00,MAKYAJ,UNISEX,,
DVN65215171,DVN LIPS TINTED BALM 005 BLUE REFIL LE26,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061108758,1-MA-00,MAKYAJ,UNISEX,,
DVN65215993,DVN LIPS TINTED BALM 003 RED REFILL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061109519,1-MA-00,MAKYAJ,UNISEX,,
DVN65219116,DVN LIQUID SOAP BASIL&HINOKI 400ML REFIL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061112670,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65219117,DVN LIQUID SOAP BASIL&HINOKI 360ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061112687,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65219118,DVN BODY LOTION BASIL&HINOKI 360ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061112694,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65219119,DVN BODY LOTION BASIL&HINOKI 400ML REFIL,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061112700,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65219120,DVN HAND CREAM SOIE & AMBER 40ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061112717,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65219121,DVN HAND CREAM BASIL & HINOKI 40ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061112724,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65219124,DVN HAND CREAM PEPPER & ROSE 40ML,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061112755,1-CB-00,CİLT BAKIM,UNISEX,,
DVN65219862,DVN FRAG 25 TRAVEL CASE PINK,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061114070,1-PA-01,PARFÜM,UNISEX,,
DVN65219863,DVN FRAG 25 TRAVEL CASE GREEN,SELEKTIF TEKLİ,DRIES VAN NOTEN,8411061114087,1-PA-01,PARFÜM,UNISEX,,
E000000007,DA LIP GLW 038 INT25,SELEKTIF TEKLİ,DIOR,3348901744119,1-MA,MAKYAJ,UNISEX,DIOR00003502,DA LIP GLW 038 INT25
E000000008,DA LIP GLW 006 INT25,SELEKTIF TEKLİ,DIOR,3348901744126,1-MA,MAKYAJ,UNISEX,DIOR00003501,DA LIP GLW 006 INT25
E000000014,R.DIOR FRV LIQ SEQUIN 333 HDAY INT24,SELEKTIF TEKLİ,DIOR,3348901744225,1-MA,MAKYAJ,UNISEX,DIOR00003164,R.DIOR FRV LIQ SEQUIN 333 HDAY INT24
E000000015,R.DIOR FRV LIQ SEQUIN 353 HDAY INT24,SELEKTIF TEKLİ,DIOR,3348901744256,1-MA,MAKYAJ,UNISEX,DIOR00003165,R.DIOR FRV LIQ SEQUIN 353 HDAY INT24
E000000016,R.DIOR FRV LIQ SEQUIN 703 HDAY INT24,SELEKTIF TEKLİ,DIOR,3348901744294,1-MA,MAKYAJ,UNISEX,,
E000000017,R.DIOR FRV LIQ SEQUIN 113 HDAY INT24,SELEKTIF TEKLİ,DIOR,3348901744300,1-MA,MAKYAJ,UNISEX,DIOR00003163,R.DIOR FRV LIQ SEQUIN 113 HDAY INT24
E000000033,FRV NUDE BRZ VELVET 04 INT25,SELEKTIF TEKLİ,DIOR,3348901746595,1-MA,MAKYAJ,UNISEX,DIOR00003104,FRV NUDE BRZ VELVET 04 INT25
E000000034,FRV NUD BRZ JUMBO 30 25,SELEKTIF TEKLİ,DIOR,3348901746601,1-MA,MAKYAJ,UNISEX,,
E000000035,FRV NUD BRZ JUMBO 40 25,SELEKTIF TEKLİ,DIOR,3348901746618,1-MA,MAKYAJ,UNISEX,,
E000000036,FRV NUD BRZ JUMBO 20 25,SELEKTIF TEKLİ,DIOR,3348901746625,1-MA,MAKYAJ,UNISEX,,
E000000037,FRV NUDE BRZ VELVET 05 INT25,SELEKTIF TEKLİ,DIOR,3348901746632,1-MA,MAKYAJ,UNISEX,DIOR00003105,FRV NUDE BRZ VELVET 05 INT25
E000000038,FRV NUDE BRZ VELVET 02 INT25,SELEKTIF TEKLİ,DIOR,3348901746649,1-MA,MAKYAJ,UNISEX,DIOR00003106,FRV NUDE BRZ VELVET 02 INT25
E000000039,FRV NUDE BRZ VELVET 03 INT25,SELEKTIF TEKLİ,DIOR,3348901746656,1-MA,MAKYAJ,UNISEX,DIOR00003107,FRV NUDE BRZ VELVET 03 INT25
E000000040,FRV NUDE BRZ GLW 02 INT25,SELEKTIF TEKLİ,DIOR,3348901746687,1-MA,MAKYAJ,UNISEX,DIOR00003108,FRV NUDE BRZ GLW 02 INT25
E000000041,FRV NUDE BRZ GLW 05 INT25,SELEKTIF TEKLİ,DIOR,3348901746717,1-MA,MAKYAJ,UNISEX,DIOR00003109,FRV NUDE BRZ GLW 05 INT25
E000000042,FRV NUDE BRZ GLW 04 INT25,SELEKTIF TEKLİ,DIOR,3348901746731,1-MA,MAKYAJ,UNISEX,DIOR00003110,FRV NUDE BRZ GLW 04 INT25
E000000043,FRV NUDE BRZ GLW 03 INT25,SELEKTIF TEKLİ,DIOR,3348901746748,1-MA,MAKYAJ,UNISEX,DIOR00003111,FRV NUDE BRZ GLW 03 INT25
E000000046,LCP GRIS DIOR SAV LIQ RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747172,1-PB,PARFÜM,UNISEX,,
E000000047,LCP JAS ANGES LAIT/C 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747189,1-PB,PARFÜM,UNISEX,,
E000000048,LCP JAS ANGES LAIT/C RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747219,1-PB,PARFÜM,UNISEX,,
E000000049,LCP JAS ANGES SAV LIQ 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747226,1-PB,PARFÜM,UNISEX,,
E000000050,LCP JAS ANGES SAV LIQ RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747233,1-PB,PARFÜM,UNISEX,,
E000000051,LCP LUCKY LAIT/C 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747240,1-PB,PARFÜM,UNISEX,,
E000000052,LCP LUCKY LAIT/C RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747264,1-PB,PARFÜM,UNISEX,,
E000000053,LCP LUCKY SAV LIQ 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747271,1-PB,PARFÜM,UNISEX,,
E000000054,LCP LUCKY SAV LIQ RECH 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747295,1-PB,PARFÜM,UNISEX,,
E000000055,LCP OUD ISPA BODY/L 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747301,1-PB,PARFÜM,UNISEX,,
E000000056,LCP OUD ISPA LAIT/C RECH 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747325,1-PB,PARFÜM,UNISEX,,
E000000057,LCP OUD ISPA SAV LIQ 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747332,1-PB,PARFÜM,UNISEX,,
E000000058,LCP OUD ISPA SAV LIQ RECH 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747349,1-PB,PARFÜM,UNISEX,,
E000000059,LCP OUD ROSE LAIT/C 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747356,1-PB,PARFÜM,UNISEX,,
E000000060,LCP OUD ROSE SAV LIQ 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747370,1-PB,PARFÜM,UNISEX,,
E000000061,LCP OUDROSE LAIT/C RECH 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747394,1-PB,PARFÜM,UNISEX,,
E000000062,LCP OUD ROSE SAV LIQ RECH 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747400,1-PB,PARFÜM,UNISEX,,
E000000063,LCP SAKURA LAIT/C 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747417,1-PB,PARFÜM,UNISEX,,
E000000064,LCP SAKURA LAIT/C RECH 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747431,1-PB,PARFÜM,UNISEX,,
E000000065,LCP SAKURA SAV LIQ 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747448,1-PB,PARFÜM,UNISEX,,
E000000066,LCP SAKURA SAV LIQ RECH 300ML 25,SELEKTIF TEKLİ,DIOR,3348901747462,1-PB,PARFÜM,UNISEX,,
E000000067,LCP AMBRE NUIT LAIT/C 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747479,1-PB,PARFÜM,UNISEX,,
E000000068,LCP AMBRE NUIT LAIT/C RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747493,1-PB,PARFÜM,UNISEX,,
E000000069,LCP AMBRE NUIT SAV LIQ 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747509,1-PB,PARFÜM,UNISEX,,
E000000070,LCP AMBRE NUIT SAV LIQ RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747523,1-PB,PARFÜM,UNISEX,,
E000000071,LCP BOIS ARG LAIT/C 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747530,1-PB,PARFÜM,UNISEX,,
E000000072,LCP BOIS ARG LAIT/C RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747554,1-PB,PARFÜM,UNISEX,,
E000000073,LCP BOIS ARG SAV LIQ 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747561,1-PB,PARFÜM,UNISEX,,
E000000074,LCP BOIS ARG SAV LIQ RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747585,1-PB,PARFÜM,UNISEX,,
E000000075,LCP COL NOIRE LAIT/C 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747592,1-PB,PARFÜM,UNISEX,,
E000000076,LCP COL NOIRE LAIT/C RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747615,1-PB,PARFÜM,UNISEX,,
E000000077,LCP COL NOIRE SAV LIQ 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747622,1-PB,PARFÜM,UNISEX,,
E000000078,LCP COL NOIRE SAV LIQ RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747646,1-PB,PARFÜM,UNISEX,,
E000000079,LCP DIORIVIERA LAIT/C 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747653,1-PB,PARFÜM,UNISEX,,
E000000080,LCP DIORIVIERA LAIT/C RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747677,1-PB,PARFÜM,UNISEX,,
E000000081,LCP DIORIVIERA SAV LIQ 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747684,1-PB,PARFÜM,UNISEX,,
E000000082,LCP DIORIVIERA SAV LIQ RECH 300ML 26,SELEKTIF TEKLİ,DIOR,3348901747707,1-PB,PARFÜM,UNISEX,,
E000000083,LCP EDEN ROC LAIT/C 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747714,1-PB,PARFÜM,UNISEX,,
E000000084,LCP EDEN ROC LAIT/C RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747738,1-PB,PARFÜM,UNISEX,,
E000000085,LCP EDEN ROC SAV LIQ 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747745,1-PB,PARFÜM,UNISEX,,
E000000086,LCP EDEN ROC SAV LIQ RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747769,1-PB,PARFÜM,UNISEX,,
E000000087,LCP GRIS DIOR LAIT/C 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747776,1-PB,PARFÜM,UNISEX,,
E000000088,LCP GRIS DIOR LAIT/C RECH 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747790,1-PB,PARFÜM,UNISEX,,
E000000089,LCP GRIS DIOR SAV LIQ 300ML INT26,SELEKTIF TEKLİ,DIOR,3348901747806,1-PB,PARFÜM,UNISEX,,
E000000091,FRV LUMI SILKY 03 PINK INT25,SELEKTIF TEKLİ,DIOR,3348901748018,1-MA,MAKYAJ,UNISEX,DIOR00003471,FOREVER LUMINIZER SILKY 03 PINK
E000000092,FRV LUMI SEQUIN 06 WHITE INT25,SELEKTIF TEKLİ,DIOR,3348901748025,1-MA,MAKYAJ,UNISEX,DIOR00003470,FOREVER LUMINIZER SEQUIN 06 WHITE
E000000094,FRV LUMI SILKY 01 NUDE INT25,SELEKTIF TEKLİ,DIOR,3348901748049,1-MA,MAKYAJ,UNISEX,DIOR00003467,FOREVER LUMINIZER SILKY 01 NUDE
E000000095,FRV LUMI SILKY 02 GOLD INT25,SELEKTIF TEKLİ,DIOR,3348901748056,1-MA,MAKYAJ,UNISEX,DIOR00003468,FOREVER LUMINIZER SILKY 02 GOLD
E000000096,FRV LUMI CHROM 04 PINK STROB INT25,SELEKTIF TEKLİ,DIOR,3348901748063,1-MA,MAKYAJ,UNISEX,DIOR00003469,FOREVER LUMINIZER CHROM 04 PINK STROB
E000000098,FRV NUD BRZ JUMBO 10 INT25,SELEKTIF TEKLİ,DIOR,3348901748087,1-MA,MAKYAJ,UNISEX,,
E000000105,LCP TS VIDE ARGENT INT25,SELEKTIF TEKLİ,DIOR,3348901748247,1-PB,PARFÜM,UNISEX,DIOR00003607,LCP TS VIDE ARGENT INT25
E000000106,LCP TS VIDE NOIR INT25,SELEKTIF TEKLİ,DIOR,3348901748254,1-PB,PARFÜM,UNISEX,DIOR00003608,LCP TS VIDE NOIR INT25
E000000107,LCP OUD ISPA EDP TS REFIL 2X12ML 25,SELEKTIF ÇOKLU,DIOR,3348901748261,1-PB,PARFÜM,UNISEX,,
E000000108,LCP SAKURA EDP TS REFIL 2X12ML 25,SELEKTIF ÇOKLU,DIOR,3348901748278,1-PB,PARFÜM,UNISEX,,
E000000109,LCP ROUG TRAF EDP TS RECH 2x12ML 25,SELEKTIF ÇOKLU,DIOR,3348901748285,1-PB,PARFÜM,UNISEX,,
E000000110,LCP BOIS TALIS TS  RECH 2X12ML INT25,SELEKTIF ÇOKLU,DIOR,3348901748292,1-PB,PARFÜM,UNISEX,,
E000000111,LCP NEW LOOK EDP TS REFIL 2X12ML 25,SELEKTIF ÇOKLU,DIOR,3348901748308,1-PB,PARFÜM,UNISEX,,
E000000112,LCP LUCKY EDP TS RECH 2x12ML 25,SELEKTIF ÇOKLU,DIOR,3348901748315,1-PB,PARFÜM,UNISEX,,
E000000113,LCP JAS ANGES EDP TS RECH 2x12ML 25,SELEKTIF ÇOKLU,DIOR,3348901748322,1-PB,PARFÜM,UNISEX,,
E000000114,LCP GRIS DIOR EDP TS REFIL 2X12ML 25,SELEKTIF ÇOKLU,DIOR,3348901748339,1-PB,PARFÜM,UNISEX,,
E000000115,LCP AMBRE NUIT EDP TS REFIL 2X12ML 25,SELEKTIF ÇOKLU,DIOR,3348901748346,1-PB,PARFÜM,UNISEX,,
E000000116,LCP DIORIVIERA EDP TS RECH 2x12ML 25,SELEKTIF ÇOKLU,DIOR,3348901748353,1-PB,PARFÜM,UNISEX,,
E000000117,LCP BOIS ARG EDP TS REFIL 2X12ML 25,SELEKTIF ÇOKLU,DIOR,3348901748360,1-PB,PARFÜM,UNISEX,,
E000000118,LCP TS ETUI CUIR OBLIQUE INT25,SELEKTIF TEKLİ,DIOR,3348901748377,1-PA-00,PARFÜM,UNISEX,,
E000000119,LCP TS ETUI PIED DE POULE INT25,SELEKTIF TEKLİ,DIOR,3348901748384,1-PA-00,PARFÜM,UNISEX,,
E000000120,LCP TS ETUI MACRO CANNAGE INT25,SELEKTIF TEKLİ,DIOR,3348901748391,1-PA-00,PARFÜM,UNISEX,,
E000000121,LCP TS ETUI TOILE DE JOUY INT25,SELEKTIF TEKLİ,DIOR,3348901748407,1-PA-00,PARFÜM,UNISEX,,
E000000122,LCP TS ETUI OBLIQUE CANVA INT25,SELEKTIF TEKLİ,DIOR,3348901748414,1-PA-00,PARFÜM,UNISEX,,
E000000132,MD BB 50ML LIP GLOW GIFT SET VDAY 25,SELEKTIF ÇOKLU,DIOR,3348901749237,1-PA-00,PARFÜM,KADIN,,
E000000133,SVG MEN RIT 3X45ML INT25,SELEKTIF ÇOKLU,DIOR,3348901749244,1-PA-01,PARFÜM,ERKEK,,
E000000134,MD HUILE CHEV VP 30ML INT25,SELEKTIF TEKLİ,DIOR,3348901749251,1-PA-01,PARFÜM,KADIN,DIOR00003512,MISS DIOR HAIR OIL 30 ML
E000000135,MD BB BRUM CHEV VP 30ML INT25,SELEKTIF TEKLİ,DIOR,3348901749268,1-PA-01,PARFÜM,KADIN,DIOR00003513,MISS DIOR BLOOMING BOUQUET HAIR MIST 30 ML
E000000136,DA LIPSTICK REFIL 862 INT25,SELEKTIF TEKLİ,DIOR,3348901749275,1-MA,MAKYAJ,UNISEX,,
E000000137,DA LIPSTICK REFIL 871 INT25,SELEKTIF TEKLİ,DIOR,3348901749299,1-MA,MAKYAJ,UNISEX,,
E000000138,DA LIPSTICK REFIL 786 INT25,SELEKTIF TEKLİ,DIOR,3348901749305,1-MA,MAKYAJ,UNISEX,,
E000000139,DA LIPSTICK REFIL 734 INT25,SELEKTIF TEKLİ,DIOR,3348901749312,1-MA,MAKYAJ,UNISEX,,
E000000140,DA LIPSTICK REFIL 212 INT25,SELEKTIF TEKLİ,DIOR,3348901749329,1-MA,MAKYAJ,UNISEX,,
E000000141,DA LIPSTICK REFIL 428 INT25,SELEKTIF TEKLİ,DIOR,3348901749336,1-MA,MAKYAJ,UNISEX,,
E000000142,DA LIPSTICK REFIL 426 INT25,SELEKTIF TEKLİ,DIOR,3348901749343,1-MA,MAKYAJ,UNISEX,,
E000000143,DA LIPSTICK 871 INT25,SELEKTIF TEKLİ,DIOR,3348901749350,1-MA,MAKYAJ,UNISEX,DIOR00003495,DIOR ADDICT LIPSTICK 871
E000000144,DA LIPSTICK REFIL 380 INT25,SELEKTIF TEKLİ,DIOR,3348901749367,1-MA,MAKYAJ,UNISEX,,
